timestamp,consumption_kwh,profile_type,season,day_type,hour,month,base_load_kwh,seasonal_factor
2023-01-05 15:00:00,1.7484,isyeri,kış,weekday,15,1,1.6452,1.1
2023-01-05 16:00:00,1.4642,isyeri,kış,weekday,16,1,1.4516,1.1
2023-01-05 17:00:00,1.038,isyeri,kış,weekday,17,1,1.0645,1.1
2023-01-05 18:00:00,0.6074,isyeri,kış,weekday,18,1,0.6774,1.1
2023-01-05 19:00:00,0.484,isyeri,kış,weekday,19,1,0.4839,1.1
2023-01-05 20:00:00,0.3312,isyeri,kış,weekday,20,1,0.3484,1.1
2023-01-05 21:00:00,0.3289,isyeri,kış,weekday,21,1,0.2903,1.1
2023-01-05 22:00:00,0.2491,isyeri,kış,weekday,22,1,0.2323,1.1
2023-01-05 23:00:00,0.1994,isyeri,kış,weekday,23,1,0.1935,1.1
2023-01-06 00:00:00,0.1775,isyeri,kış,weekday,0,1,0.1935,1.1
2023-01-06 01:00:00,0.1803,isyeri,kış,weekday,1,1,0.1548,1.1
2023-01-06 02:00:00,0.1609,isyeri,kış,weekday,2,1,0.1548,1.1
2023-01-06 03:00:00,0.1403,isyeri,kış,weekday,3,1,0.1548,1.1
2023-01-06 04:00:00,0.1618,isyeri,kış,weekday,4,1,0.1548,1.1
2023-01-06 05:00:00,0.1956,isyeri,kış,weekday,5,1,0.1935,1.1
2023-01-06 06:00:00,0.3026,isyeri,kış,weekday,6,1,0.2903,1.1
2023-01-06 07:00:00,0.7952,isyeri,kış,weekday,7,1,0.7742,1.1
2023-01-06 08:00:00,1.5234,isyeri,kış,weekday,8,1,1.3548,1.1
2023-01-06 09:00:00,1.6905,isyeri,kış,weekday,9,1,1.6452,1.1
2023-01-06 10:00:00,1.6278,isyeri,kış,weekday,10,1,1.7032,1.1
2023-01-06 11:00:00,1.7145,isyeri,kış,weekday,11,1,1.7032,1.1
2023-01-06 12:00:00,1.925,isyeri,kış,weekday,12,1,1.5871,1.1
2023-01-06 13:00:00,1.7151,isyeri,kış,weekday,13,1,1.6452,1.1
2023-01-06 14:00:00,1.7097,isyeri,kış,weekday,14,1,1.7032,1.1
2023-01-06 15:00:00,1.6342,isyeri,kış,weekday,15,1,1.6452,1.1
2023-01-06 16:00:00,1.2928,isyeri,kış,weekday,16,1,1.4516,1.1
2023-01-06 17:00:00,1.0133,isyeri,kış,weekday,17,1,1.0645,1.1
2023-01-06 18:00:00,0.6066,isyeri,kış,weekday,18,1,0.6774,1.1
2023-01-06 19:00:00,0.4994,isyeri,kış,weekday,19,1,0.4839,1.1
2023-01-06 20:00:00,0.3575,isyeri,kış,weekday,20,1,0.3484,1.1
2023-01-06 21:00:00,0.2931,isyeri,kış,weekday,21,1,0.2903,1.1
2023-01-06 22:00:00,0.2767,isyeri,kış,weekday,22,1,0.2323,1.1
2023-01-06 23:00:00,0.2014,isyeri,kış,weekday,23,1,0.1935,1.1
2023-01-07 00:00:00,0.0625,isyeri,kış,weekend,0,1,0.0677,1.1
2023-01-07 01:00:00,0.055,isyeri,kış,weekend,1,1,0.0542,1.1
2023-01-07 02:00:00,0.056,isyeri,kış,weekend,2,1,0.0542,1.1
2023-01-07 03:00:00,0.049,isyeri,kış,weekend,3,1,0.0542,1.1
2023-01-07 04:00:00,0.0621,isyeri,kış,weekend,4,1,0.0542,1.1
2023-01-07 05:00:00,0.0787,isyeri,kış,weekend,5,1,0.0677,1.1
2023-01-07 06:00:00,0.101,isyeri,kış,weekend,6,1,0.1016,1.1
2023-01-07 07:00:00,0.2869,isyeri,kış,weekend,7,1,0.271,1.1
2023-01-07 08:00:00,0.483,isyeri,kış,weekend,8,1,0.4742,1.1
2023-01-07 09:00:00,0.565,isyeri,kış,weekend,9,1,0.5758,1.1
2023-01-07 10:00:00,0.6765,isyeri,kış,weekend,10,1,0.5961,1.1
2023-01-07 11:00:00,0.6042,isyeri,kış,weekend,11,1,0.5961,1.1
2023-01-07 12:00:00,0.5856,isyeri,kış,weekend,12,1,0.5555,1.1
2023-01-07 13:00:00,0.5625,isyeri,kış,weekend,13,1,0.5758,1.1
2023-01-07 14:00:00,0.5853,isyeri,kış,weekend,14,1,0.5961,1.1
2023-01-07 15:00:00,0.6324,isyeri,kış,weekend,15,1,0.5758,1.1
2023-01-07 16:00:00,0.5316,isyeri,kış,weekend,16,1,0.5081,1.1
2023-01-07 17:00:00,0.4038,isyeri,kış,weekend,17,1,0.3726,1.1
2023-01-07 18:00:00,0.2301,isyeri,kış,weekend,18,1,0.2371,1.1
2023-01-07 19:00:00,0.1891,isyeri,kış,weekend,19,1,0.1694,1.1
2023-01-07 20:00:00,0.1299,isyeri,kış,weekend,20,1,0.1219,1.1
2023-01-07 21:00:00,0.1141,isyeri,kış,weekend,21,1,0.1016,1.1
2023-01-07 22:00:00,0.0794,isyeri,kış,weekend,22,1,0.0813,1.1
2023-01-07 23:00:00,0.0746,isyeri,kış,weekend,23,1,0.0677,1.1
2023-01-08 00:00:00,0.0805,isyeri,kış,weekend,0,1,0.0677,1.1
2023-01-08 01:00:00,0.0639,isyeri,kış,weekend,1,1,0.0542,1.1
2023-01-08 02:00:00,0.055,isyeri,kış,weekend,2,1,0.0542,1.1
2023-01-08 03:00:00,0.0628,isyeri,kış,weekend,3,1,0.0542,1.1
2023-01-08 04:00:00,0.0573,isyeri,kış,weekend,4,1,0.0542,1.1
2023-01-08 05:00:00,0.0579,isyeri,kış,weekend,5,1,0.0677,1.1
2023-01-08 06:00:00,0.0958,isyeri,kış,weekend,6,1,0.1016,1.1
2023-01-08 07:00:00,0.3252,isyeri,kış,weekend,7,1,0.271,1.1
2023-01-08 08:00:00,0.4199,isyeri,kış,weekend,8,1,0.4742,1.1
2023-01-08 09:00:00,0.611,isyeri,kış,weekend,9,1,0.5758,1.1
2023-01-08 10:00:00,0.5535,isyeri,kış,weekend,10,1,0.5961,1.1
2023-01-08 11:00:00,0.6002,isyeri,kış,weekend,11,1,0.5961,1.1
2023-01-08 12:00:00,0.5541,isyeri,kış,weekend,12,1,0.5555,1.1
2023-01-08 13:00:00,0.5464,isyeri,kış,weekend,13,1,0.5758,1.1
2023-01-08 14:00:00,0.5434,isyeri,kış,weekend,14,1,0.5961,1.1
2023-01-08 15:00:00,0.5265,isyeri,kış,weekend,15,1,0.5758,1.1
2023-01-08 16:00:00,0.525,isyeri,kış,weekend,16,1,0.5081,1.1
2023-01-08 17:00:00,0.4116,isyeri,kış,weekend,17,1,0.3726,1.1
2023-01-08 18:00:00,0.2348,isyeri,kış,weekend,18,1,0.2371,1.1
2023-01-08 19:00:00,0.1634,isyeri,kış,weekend,19,1,0.1694,1.1
2023-01-08 20:00:00,0.1264,isyeri,kış,weekend,20,1,0.1219,1.1
2023-01-08 21:00:00,0.1107,isyeri,kış,weekend,21,1,0.1016,1.1
2023-01-08 22:00:00,0.0844,isyeri,kış,weekend,22,1,0.0813,1.1
2023-01-08 23:00:00,0.0689,isyeri,kış,weekend,23,1,0.0677,1.1
2023-01-09 00:00:00,0.1787,isyeri,kış,weekday,0,1,0.1935,1.1
2023-01-09 01:00:00,0.1542,isyeri,kış,weekday,1,1,0.1548,1.1
2023-01-09 02:00:00,0.1555,isyeri,kış,weekday,2,1,0.1548,1.1
2023-01-09 03:00:00,0.1683,isyeri,kış,weekday,3,1,0.1548,1.1
2023-01-09 04:00:00,0.1508,isyeri,kış,weekday,4,1,0.1548,1.1
2023-01-09 05:00:00,0.2,isyeri,kış,weekday,5,1,0.1935,1.1
2023-01-09 06:00:00,0.3427,isyeri,kış,weekday,6,1,0.2903,1.1
2023-01-09 07:00:00,0.869,isyeri,kış,weekday,7,1,0.7742,1.1
2023-01-09 08:00:00,1.4251,isyeri,kış,weekday,8,1,1.3548,1.1
2023-01-09 09:00:00,1.7257,isyeri,kış,weekday,9,1,1.6452,1.1
2023-01-09 10:00:00,1.6962,isyeri,kış,weekday,10,1,1.7032,1.1
2023-01-09 11:00:00,1.598,isyeri,kış,weekday,11,1,1.7032,1.1
2023-01-09 12:00:00,1.4037,isyeri,kış,weekday,12,1,1.5871,1.1
2023-01-09 13:00:00,1.7461,isyeri,kış,weekday,13,1,1.6452,1.1
2023-01-09 14:00:00,1.5285,isyeri,kış,weekday,14,1,1.7032,1.1
2023-01-09 15:00:00,1.9639,isyeri,kış,weekday,15,1,1.6452,1.1
2023-01-09 16:00:00,1.4945,isyeri,kış,weekday,16,1,1.4516,1.1
2023-01-09 17:00:00,1.1222,isyeri,kış,weekday,17,1,1.0645,1.1
2023-01-09 18:00:00,0.5839,isyeri,kış,weekday,18,1,0.6774,1.1
2023-01-09 19:00:00,0.4566,isyeri,kış,weekday,19,1,0.4839,1.1
2023-01-09 20:00:00,0.3471,isyeri,kış,weekday,20,1,0.3484,1.1
2023-01-09 21:00:00,0.2836,isyeri,kış,weekday,21,1,0.2903,1.1
2023-01-09 22:00:00,0.2194,isyeri,kış,weekday,22,1,0.2323,1.1
2023-01-09 23:00:00,0.2072,isyeri,kış,weekday,23,1,0.1935,1.1
2023-01-10 00:00:00,0.1888,isyeri,kış,weekday,0,1,0.1935,1.1
2023-01-10 01:00:00,0.1669,isyeri,kış,weekday,1,1,0.1548,1.1
2023-01-10 02:00:00,0.1732,isyeri,kış,weekday,2,1,0.1548,1.1
2023-01-10 03:00:00,0.1536,isyeri,kış,weekday,3,1,0.1548,1.1
2023-01-10 04:00:00,0.1794,isyeri,kış,weekday,4,1,0.1548,1.1
2023-01-10 05:00:00,0.173,isyeri,kış,weekday,5,1,0.1935,1.1
2023-01-10 06:00:00,0.3295,isyeri,kış,weekday,6,1,0.2903,1.1
2023-01-10 07:00:00,0.735,isyeri,kış,weekday,7,1,0.7742,1.1
2023-01-10 08:00:00,1.4703,isyeri,kış,weekday,8,1,1.3548,1.1
2023-01-10 09:00:00,1.6901,isyeri,kış,weekday,9,1,1.6452,1.1
2023-01-10 10:00:00,1.8399,isyeri,kış,weekday,10,1,1.7032,1.1
2023-01-10 11:00:00,1.6477,isyeri,kış,weekday,11,1,1.7032,1.1
2023-01-10 12:00:00,1.7405,isyeri,kış,weekday,12,1,1.5871,1.1
2023-01-10 13:00:00,1.7869,isyeri,kış,weekday,13,1,1.6452,1.1
2023-01-10 14:00:00,1.7148,isyeri,kış,weekday,14,1,1.7032,1.1
2023-01-10 15:00:00,1.6892,isyeri,kış,weekday,15,1,1.6452,1.1
2023-01-10 16:00:00,1.3248,isyeri,kış,weekday,16,1,1.4516,1.1
2023-01-10 17:00:00,1.0299,isyeri,kış,weekday,17,1,1.0645,1.1
2023-01-10 18:00:00,0.7037,isyeri,kış,weekday,18,1,0.6774,1.1
2023-01-10 19:00:00,0.4164,isyeri,kış,weekday,19,1,0.4839,1.1
2023-01-10 20:00:00,0.414,isyeri,kış,weekday,20,1,0.3484,1.1
2023-01-10 21:00:00,0.271,isyeri,kış,weekday,21,1,0.2903,1.1
2023-01-10 22:00:00,0.2354,isyeri,kış,weekday,22,1,0.2323,1.1
2023-01-10 23:00:00,0.2091,isyeri,kış,weekday,23,1,0.1935,1.1
2023-01-11 00:00:00,0.1937,isyeri,kış,weekday,0,1,0.1935,1.1
2023-01-11 01:00:00,0.174,isyeri,kış,weekday,1,1,0.1548,1.1
2023-01-11 02:00:00,0.152,isyeri,kış,weekday,2,1,0.1548,1.1
2023-01-11 03:00:00,0.1628,isyeri,kış,weekday,3,1,0.1548,1.1
2023-01-11 04:00:00,0.1505,isyeri,kış,weekday,4,1,0.1548,1.1
2023-01-11 05:00:00,0.2018,isyeri,kış,weekday,5,1,0.1935,1.1
2023-01-11 06:00:00,0.2994,isyeri,kış,weekday,6,1,0.2903,1.1
2023-01-11 07:00:00,0.8723,isyeri,kış,weekday,7,1,0.7742,1.1
2023-01-11 08:00:00,1.513,isyeri,kış,weekday,8,1,1.3548,1.1
2023-01-11 09:00:00,1.6201,isyeri,kış,weekday,9,1,1.6452,1.1
2023-01-11 10:00:00,1.5506,isyeri,kış,weekday,10,1,1.7032,1.1
2023-01-11 11:00:00,1.5439,isyeri,kış,weekday,11,1,1.7032,1.1
2023-01-11 12:00:00,1.6479,isyeri,kış,weekday,12,1,1.5871,1.1
2023-01-11 13:00:00,1.5849,isyeri,kış,weekday,13,1,1.6452,1.1
2023-01-11 14:00:00,1.6455,isyeri,kış,weekday,14,1,1.7032,1.1
2023-01-11 15:00:00,1.6878,isyeri,kış,weekday,15,1,1.6452,1.1
2023-01-11 16:00:00,1.3901,isyeri,kış,weekday,16,1,1.4516,1.1
2023-01-11 17:00:00,1.0236,isyeri,kış,weekday,17,1,1.0645,1.1
2023-01-11 18:00:00,0.761,isyeri,kış,weekday,18,1,0.6774,1.1
2023-01-11 19:00:00,0.4679,isyeri,kış,weekday,19,1,0.4839,1.1
2023-01-11 20:00:00,0.3333,isyeri,kış,weekday,20,1,0.3484,1.1
2023-01-11 21:00:00,0.3149,isyeri,kış,weekday,21,1,0.2903,1.1
2023-01-11 22:00:00,0.2603,isyeri,kış,weekday,22,1,0.2323,1.1
2023-01-11 23:00:00,0.2312,isyeri,kış,weekday,23,1,0.1935,1.1
2023-01-12 00:00:00,0.2115,isyeri,kış,weekday,0,1,0.1935,1.1
2023-01-12 01:00:00,0.175,isyeri,kış,weekday,1,1,0.1548,1.1
2023-01-12 02:00:00,0.1644,isyeri,kış,weekday,2,1,0.1548,1.1
2023-01-12 03:00:00,0.1847,isyeri,kış,weekday,3,1,0.1548,1.1
2023-01-12 04:00:00,0.1729,isyeri,kış,weekday,4,1,0.1548,1.1
2023-01-12 05:00:00,0.1902,isyeri,kış,weekday,5,1,0.1935,1.1
2023-01-12 06:00:00,0.2769,isyeri,kış,weekday,6,1,0.2903,1.1
2023-01-12 07:00:00,0.8664,isyeri,kış,weekday,7,1,0.7742,1.1
2023-01-12 08:00:00,1.2665,isyeri,kış,weekday,8,1,1.3548,1.1
2023-01-12 09:00:00,1.57,isyeri,kış,weekday,9,1,1.6452,1.1
2023-01-12 10:00:00,1.6856,isyeri,kış,weekday,10,1,1.7032,1.1
2023-01-12 11:00:00,1.6459,isyeri,kış,weekday,11,1,1.7032,1.1
2023-01-12 12:00:00,1.6819,isyeri,kış,weekday,12,1,1.5871,1.1
2023-01-12 13:00:00,1.6964,isyeri,kış,weekday,13,1,1.6452,1.1
2023-01-12 14:00:00,1.5735,isyeri,kış,weekday,14,1,1.7032,1.1
2023-01-12 15:00:00,1.4996,isyeri,kış,weekday,15,1,1.6452,1.1
2023-01-12 16:00:00,1.4999,isyeri,kış,weekday,16,1,1.4516,1.1
2023-01-12 17:00:00,1.0267,isyeri,kış,weekday,17,1,1.0645,1.1
2023-01-12 18:00:00,0.6111,isyeri,kış,weekday,18,1,0.6774,1.1
2023-01-12 19:00:00,0.5244,isyeri,kış,weekday,19,1,0.4839,1.1
2023-01-12 20:00:00,0.3284,isyeri,kış,weekday,20,1,0.3484,1.1
2023-01-12 21:00:00,0.3035,isyeri,kış,weekday,21,1,0.2903,1.1
2023-01-12 22:00:00,0.2735,isyeri,kış,weekday,22,1,0.2323,1.1
2023-01-12 23:00:00,0.2177,isyeri,kış,weekday,23,1,0.1935,1.1
2023-01-13 00:00:00,0.1953,isyeri,kış,weekday,0,1,0.1935,1.1
2023-01-13 01:00:00,0.1637,isyeri,kış,weekday,1,1,0.1548,1.1
2023-01-13 02:00:00,0.1975,isyeri,kış,weekday,2,1,0.1548,1.1
2023-01-13 03:00:00,0.1704,isyeri,kış,weekday,3,1,0.1548,1.1
2023-01-13 04:00:00,0.1503,isyeri,kış,weekday,4,1,0.1548,1.1
2023-01-13 05:00:00,0.192,isyeri,kış,weekday,5,1,0.1935,1.1
2023-01-13 06:00:00,0.2851,isyeri,kış,weekday,6,1,0.2903,1.1
2023-01-13 07:00:00,0.8575,isyeri,kış,weekday,7,1,0.7742,1.1
2023-01-13 08:00:00,1.2765,isyeri,kış,weekday,8,1,1.3548,1.1
2023-01-13 09:00:00,1.6787,isyeri,kış,weekday,9,1,1.6452,1.1
2023-01-13 10:00:00,1.8394,isyeri,kış,weekday,10,1,1.7032,1.1
2023-01-13 11:00:00,1.8633,isyeri,kış,weekday,11,1,1.7032,1.1
2023-01-13 12:00:00,1.776,isyeri,kış,weekday,12,1,1.5871,1.1
2023-01-13 13:00:00,1.5532,isyeri,kış,weekday,13,1,1.6452,1.1
2023-01-13 14:00:00,1.6738,isyeri,kış,weekday,14,1,1.7032,1.1
2023-01-13 15:00:00,1.5018,isyeri,kış,weekday,15,1,1.6452,1.1
2023-01-13 16:00:00,1.3937,isyeri,kış,weekday,16,1,1.4516,1.1
2023-01-13 17:00:00,1.0465,isyeri,kış,weekday,17,1,1.0645,1.1
2023-01-13 18:00:00,0.7228,isyeri,kış,weekday,18,1,0.6774,1.1
2023-01-13 19:00:00,0.4229,isyeri,kış,weekday,19,1,0.4839,1.1
2023-01-13 20:00:00,0.3712,isyeri,kış,weekday,20,1,0.3484,1.1
2023-01-13 21:00:00,0.3125,isyeri,kış,weekday,21,1,0.2903,1.1
2023-01-13 22:00:00,0.2661,isyeri,kış,weekday,22,1,0.2323,1.1
2023-01-13 23:00:00,0.2228,isyeri,kış,weekday,23,1,0.1935,1.1
2023-01-14 00:00:00,0.0668,isyeri,kış,weekend,0,1,0.0677,1.1
2023-01-14 01:00:00,0.0506,isyeri,kış,weekend,1,1,0.0542,1.1
2023-01-14 02:00:00,0.0607,isyeri,kış,weekend,2,1,0.0542,1.1
2023-01-14 03:00:00,0.0587,isyeri,kış,weekend,3,1,0.0542,1.1
2023-01-14 04:00:00,0.0592,isyeri,kış,weekend,4,1,0.0542,1.1
2023-01-14 05:00:00,0.0715,isyeri,kış,weekend,5,1,0.0677,1.1
2023-01-14 06:00:00,0.1156,isyeri,kış,weekend,6,1,0.1016,1.1
2023-01-14 07:00:00,0.3296,isyeri,kış,weekend,7,1,0.271,1.1
2023-01-14 08:00:00,0.4584,isyeri,kış,weekend,8,1,0.4742,1.1
2023-01-14 09:00:00,0.6218,isyeri,kış,weekend,9,1,0.5758,1.1
2023-01-14 10:00:00,0.5854,isyeri,kış,weekend,10,1,0.5961,1.1
2023-01-14 11:00:00,0.6653,isyeri,kış,weekend,11,1,0.5961,1.1
