timestamp,consumption_kwh,profile_type,season,day_type,hour,month,base_load_kwh,seasonal_factor
2023-01-02 15:00:00,0.2697,ev,kış,weekday,15,1,0.2807,1.15
2023-01-02 16:00:00,0.2902,ev,kış,weekday,16,1,0.3402,1.15
2023-01-02 17:00:00,0.604,ev,kış,weekday,17,1,0.5529,1.15
2023-01-02 18:00:00,0.6724,ev,kış,weekday,18,1,0.7655,1.15
2023-01-02 19:00:00,0.8724,ev,kış,weekday,19,1,0.8336,1.15
2023-01-02 20:00:00,0.792,ev,kış,weekday,20,1,0.6975,1.15
2023-01-02 21:00:00,0.456,ev,kış,weekday,21,1,0.4933,1.15
2023-01-02 22:00:00,0.3469,ev,kış,weekday,22,1,0.3572,1.15
2023-01-02 23:00:00,0.2891,ev,kış,weekday,23,1,0.2552,1.15
2023-01-03 00:00:00,0.2275,ev,kış,weekday,0,1,0.1871,1.15
2023-01-03 01:00:00,0.1619,ev,kış,weekday,1,1,0.1531,1.15
2023-01-03 02:00:00,0.1441,ev,kış,weekday,2,1,0.1361,1.15
2023-01-03 03:00:00,0.1281,ev,kış,weekday,3,1,0.1361,1.15
2023-01-03 04:00:00,0.1459,ev,kış,weekday,4,1,0.1446,1.15
2023-01-03 05:00:00,0.1871,ev,kış,weekday,5,1,0.1871,1.15
2023-01-03 06:00:00,0.4044,ev,kış,weekday,6,1,0.3828,1.15
2023-01-03 07:00:00,0.5691,ev,kış,weekday,7,1,0.5784,1.15
2023-01-03 08:00:00,0.4498,ev,kış,weekday,8,1,0.4678,1.15
2023-01-03 09:00:00,0.3153,ev,kış,weekday,9,1,0.3232,1.15
2023-01-03 10:00:00,0.2793,ev,kış,weekday,10,1,0.2722,1.15
2023-01-03 11:00:00,0.2364,ev,kış,weekday,11,1,0.2552,1.15
2023-01-03 12:00:00,0.307,ev,kış,weekday,12,1,0.2977,1.15
2023-01-03 13:00:00,0.2957,ev,kış,weekday,13,1,0.2722,1.15
2023-01-03 14:00:00,0.2583,ev,kış,weekday,14,1,0.2552,1.15
2023-01-03 15:00:00,0.2403,ev,kış,weekday,15,1,0.2807,1.15
2023-01-03 16:00:00,0.3312,ev,kış,weekday,16,1,0.3402,1.15
2023-01-03 17:00:00,0.517,ev,kış,weekday,17,1,0.5529,1.15
2023-01-03 18:00:00,0.7429,ev,kış,weekday,18,1,0.7655,1.15
2023-01-03 19:00:00,0.9163,ev,kış,weekday,19,1,0.8336,1.15
2023-01-03 20:00:00,0.5869,ev,kış,weekday,20,1,0.6975,1.15
2023-01-03 21:00:00,0.5447,ev,kış,weekday,21,1,0.4933,1.15
2023-01-03 22:00:00,0.3986,ev,kış,weekday,22,1,0.3572,1.15
2023-01-03 23:00:00,0.2839,ev,kış,weekday,23,1,0.2552,1.15
2023-01-04 00:00:00,0.1987,ev,kış,weekday,0,1,0.1871,1.15
2023-01-04 01:00:00,0.1486,ev,kış,weekday,1,1,0.1531,1.15
2023-01-04 02:00:00,0.1623,ev,kış,weekday,2,1,0.1361,1.15
2023-01-04 03:00:00,0.1497,ev,kış,weekday,3,1,0.1361,1.15
2023-01-04 04:00:00,0.1644,ev,kış,weekday,4,1,0.1446,1.15
2023-01-04 05:00:00,0.2153,ev,kış,weekday,5,1,0.1871,1.15
2023-01-04 06:00:00,0.3854,ev,kış,weekday,6,1,0.3828,1.15
2023-01-04 07:00:00,0.598,ev,kış,weekday,7,1,0.5784,1.15
2023-01-04 08:00:00,0.4505,ev,kış,weekday,8,1,0.4678,1.15
2023-01-04 09:00:00,0.3171,ev,kış,weekday,9,1,0.3232,1.15
2023-01-04 10:00:00,0.2961,ev,kış,weekday,10,1,0.2722,1.15
2023-01-04 11:00:00,0.2643,ev,kış,weekday,11,1,0.2552,1.15
2023-01-04 12:00:00,0.2881,ev,kış,weekday,12,1,0.2977,1.15
2023-01-04 13:00:00,0.2831,ev,kış,weekday,13,1,0.2722,1.15
2023-01-04 14:00:00,0.2505,ev,kış,weekday,14,1,0.2552,1.15
2023-01-04 15:00:00,0.3155,ev,kış,weekday,15,1,0.2807,1.15
2023-01-04 16:00:00,0.3428,ev,kış,weekday,16,1,0.3402,1.15
2023-01-04 17:00:00,0.4927,ev,kış,weekday,17,1,0.5529,1.15
2023-01-04 18:00:00,0.7311,ev,kış,weekday,18,1,0.7655,1.15
2023-01-04 19:00:00,0.9026,ev,kış,weekday,19,1,0.8336,1.15
2023-01-04 20:00:00,0.6295,ev,kış,weekday,20,1,0.6975,1.15
2023-01-04 21:00:00,0.5165,ev,kış,weekday,21,1,0.4933,1.15
2023-01-04 22:00:00,0.3579,ev,kış,weekday,22,1,0.3572,1.15
2023-01-04 23:00:00,0.2476,ev,kış,weekday,23,1,0.2552,1.15
2023-01-05 00:00:00,0.1766,ev,kış,weekday,0,1,0.1871,1.15
2023-01-05 01:00:00,0.1902,ev,kış,weekday,1,1,0.1531,1.15
2023-01-05 02:00:00,0.1504,ev,kış,weekday,2,1,0.1361,1.15
2023-01-05 03:00:00,0.1545,ev,kış,weekday,3,1,0.1361,1.15
2023-01-05 04:00:00,0.1548,ev,kış,weekday,4,1,0.1446,1.15
2023-01-05 05:00:00,0.1802,ev,kış,weekday,5,1,0.1871,1.15
2023-01-05 06:00:00,0.3717,ev,kış,weekday,6,1,0.3828,1.15
2023-01-05 07:00:00,0.5678,ev,kış,weekday,7,1,0.5784,1.15
2023-01-05 08:00:00,0.406,ev,kış,weekday,8,1,0.4678,1.15
2023-01-05 09:00:00,0.3096,ev,kış,weekday,9,1,0.3232,1.15
2023-01-05 10:00:00,0.2418,ev,kış,weekday,10,1,0.2722,1.15
2023-01-05 11:00:00,0.247,ev,kış,weekday,11,1,0.2552,1.15
2023-01-05 12:00:00,0.3183,ev,kış,weekday,12,1,0.2977,1.15
2023-01-05 13:00:00,0.2723,ev,kış,weekday,13,1,0.2722,1.15
2023-01-05 14:00:00,0.279,ev,kış,weekday,14,1,0.2552,1.15
2023-01-05 15:00:00,0.2751,ev,kış,weekday,15,1,0.2807,1.15
2023-01-05 16:00:00,0.2863,ev,kış,weekday,16,1,0.3402,1.15
2023-01-05 17:00:00,0.5837,ev,kış,weekday,17,1,0.5529,1.15
2023-01-05 18:00:00,0.662,ev,kış,weekday,18,1,0.7655,1.15
2023-01-05 19:00:00,0.7761,ev,kış,weekday,19,1,0.8336,1.15
2023-01-05 20:00:00,0.7274,ev,kış,weekday,20,1,0.6975,1.15
2023-01-05 21:00:00,0.5338,ev,kış,weekday,21,1,0.4933,1.15
2023-01-05 22:00:00,0.3543,ev,kış,weekday,22,1,0.3572,1.15
2023-01-05 23:00:00,0.2547,ev,kış,weekday,23,1,0.2552,1.15
2023-01-06 00:00:00,0.2113,ev,kış,weekday,0,1,0.1871,1.15
2023-01-06 01:00:00,0.1624,ev,kış,weekday,1,1,0.1531,1.15
2023-01-06 02:00:00,0.1376,ev,kış,weekday,2,1,0.1361,1.15
2023-01-06 03:00:00,0.1335,ev,kış,weekday,3,1,0.1361,1.15
2023-01-06 04:00:00,0.1489,ev,kış,weekday,4,1,0.1446,1.15
2023-01-06 05:00:00,0.1721,ev,kış,weekday,5,1,0.1871,1.15
2023-01-06 06:00:00,0.44,ev,kış,weekday,6,1,0.3828,1.15
2023-01-06 07:00:00,0.7411,ev,kış,weekday,7,1,0.5784,1.15
2023-01-06 08:00:00,0.4544,ev,kış,weekday,8,1,0.4678,1.15
2023-01-06 09:00:00,0.3655,ev,kış,weekday,9,1,0.3232,1.15
2023-01-06 10:00:00,0.2822,ev,kış,weekday,10,1,0.2722,1.15
2023-01-06 11:00:00,0.2673,ev,kış,weekday,11,1,0.2552,1.15
2023-01-06 12:00:00,0.3119,ev,kış,weekday,12,1,0.2977,1.15
2023-01-06 13:00:00,0.2557,ev,kış,weekday,13,1,0.2722,1.15
2023-01-06 14:00:00,0.2795,ev,kış,weekday,14,1,0.2552,1.15
2023-01-06 15:00:00,0.2316,ev,kış,weekday,15,1,0.2807,1.15
2023-01-06 16:00:00,0.3649,ev,kış,weekday,16,1,0.3402,1.15
2023-01-06 17:00:00,0.5212,ev,kış,weekday,17,1,0.5529,1.15
2023-01-06 18:00:00,0.8749,ev,kış,weekday,18,1,0.7655,1.15
2023-01-06 19:00:00,0.7963,ev,kış,weekday,19,1,0.8336,1.15
2023-01-06 20:00:00,0.7652,ev,kış,weekday,20,1,0.6975,1.15
2023-01-06 21:00:00,0.5728,ev,kış,weekday,21,1,0.4933,1.15
2023-01-06 22:00:00,0.3302,ev,kış,weekday,22,1,0.3572,1.15
2023-01-06 23:00:00,0.276,ev,kış,weekday,23,1,0.2552,1.15
2023-01-07 00:00:00,0.2224,ev,kış,weekend,0,1,0.2152,1.15
2023-01-07 01:00:00,0.1677,ev,kış,weekend,1,1,0.1761,1.15
2023-01-07 02:00:00,0.1593,ev,kış,weekend,2,1,0.1565,1.15
2023-01-07 03:00:00,0.1424,ev,kış,weekend,3,1,0.1565,1.15
2023-01-07 04:00:00,0.192,ev,kış,weekend,4,1,0.1663,1.15
2023-01-07 05:00:00,0.1937,ev,kış,weekend,5,1,0.2152,1.15
2023-01-07 06:00:00,0.4341,ev,kış,weekend,6,1,0.4402,1.15
2023-01-07 07:00:00,0.611,ev,kış,weekend,7,1,0.6652,1.15
2023-01-07 08:00:00,0.5658,ev,kış,weekend,8,1,0.538,1.15
2023-01-07 09:00:00,0.3069,ev,kış,weekend,9,1,0.3717,1.15
2023-01-07 10:00:00,0.3287,ev,kış,weekend,10,1,0.313,1.15
2023-01-07 11:00:00,0.2769,ev,kış,weekend,11,1,0.2935,1.15
2023-01-07 12:00:00,0.3185,ev,kış,weekend,12,1,0.3424,1.15
2023-01-07 13:00:00,0.3163,ev,kış,weekend,13,1,0.313,1.15
2023-01-07 14:00:00,0.315,ev,kış,weekend,14,1,0.2935,1.15
2023-01-07 15:00:00,0.3309,ev,kış,weekend,15,1,0.3228,1.15
2023-01-07 16:00:00,0.3883,ev,kış,weekend,16,1,0.3913,1.15
2023-01-07 17:00:00,0.7091,ev,kış,weekend,17,1,0.6358,1.15
2023-01-07 18:00:00,0.9096,ev,kış,weekend,18,1,0.8804,1.15
2023-01-07 19:00:00,0.9996,ev,kış,weekend,19,1,0.9586,1.15
2023-01-07 20:00:00,0.7826,ev,kış,weekend,20,1,0.8021,1.15
2023-01-07 21:00:00,0.6184,ev,kış,weekend,21,1,0.5673,1.15
2023-01-07 22:00:00,0.3865,ev,kış,weekend,22,1,0.4108,1.15
2023-01-07 23:00:00,0.3183,ev,kış,weekend,23,1,0.2935,1.15
2023-01-08 00:00:00,0.2187,ev,kış,weekend,0,1,0.2152,1.15
2023-01-08 01:00:00,0.1865,ev,kış,weekend,1,1,0.1761,1.15
2023-01-08 02:00:00,0.1246,ev,kış,weekend,2,1,0.1565,1.15
2023-01-08 03:00:00,0.1792,ev,kış,weekend,3,1,0.1565,1.15
2023-01-08 04:00:00,0.1697,ev,kış,weekend,4,1,0.1663,1.15
2023-01-08 05:00:00,0.2082,ev,kış,weekend,5,1,0.2152,1.15
2023-01-08 06:00:00,0.4389,ev,kış,weekend,6,1,0.4402,1.15
2023-01-08 07:00:00,0.7236,ev,kış,weekend,7,1,0.6652,1.15
2023-01-08 08:00:00,0.5101,ev,kış,weekend,8,1,0.538,1.15
2023-01-08 09:00:00,0.3656,ev,kış,weekend,9,1,0.3717,1.15
2023-01-08 10:00:00,0.2952,ev,kış,weekend,10,1,0.313,1.15
2023-01-08 11:00:00,0.3464,ev,kış,weekend,11,1,0.2935,1.15
2023-01-08 12:00:00,0.348,ev,kış,weekend,12,1,0.3424,1.15
2023-01-08 13:00:00,0.2863,ev,kış,weekend,13,1,0.313,1.15
2023-01-08 14:00:00,0.2789,ev,kış,weekend,14,1,0.2935,1.15
2023-01-08 15:00:00,0.3413,ev,kış,weekend,15,1,0.3228,1.15
2023-01-08 16:00:00,0.3954,ev,kış,weekend,16,1,0.3913,1.15
2023-01-08 17:00:00,0.6343,ev,kış,weekend,17,1,0.6358,1.15
2023-01-08 18:00:00,0.9187,ev,kış,weekend,18,1,0.8804,1.15
2023-01-08 19:00:00,1.1213,ev,kış,weekend,19,1,0.9586,1.15
2023-01-08 20:00:00,0.8423,ev,kış,weekend,20,1,0.8021,1.15
2023-01-08 21:00:00,0.5439,ev,kış,weekend,21,1,0.5673,1.15
2023-01-08 22:00:00,0.4077,ev,kış,weekend,22,1,0.4108,1.15
2023-01-08 23:00:00,0.2705,ev,kış,weekend,23,1,0.2935,1.15
2023-01-09 00:00:00,0.1787,ev,kış,weekday,0,1,0.1871,1.15
2023-01-09 01:00:00,0.1558,ev,kış,weekday,1,1,0.1531,1.15
2023-01-09 02:00:00,0.1594,ev,kış,weekday,2,1,0.1361,1.15
2023-01-09 03:00:00,0.1539,ev,kış,weekday,3,1,0.1361,1.15
2023-01-09 04:00:00,0.1582,ev,kış,weekday,4,1,0.1446,1.15
2023-01-09 05:00:00,0.1882,ev,kış,weekday,5,1,0.1871,1.15
2023-01-09 06:00:00,0.4415,ev,kış,weekday,6,1,0.3828,1.15
2023-01-09 07:00:00,0.6388,ev,kış,weekday,7,1,0.5784,1.15
2023-01-09 08:00:00,0.4458,ev,kış,weekday,8,1,0.4678,1.15
2023-01-09 09:00:00,0.2966,ev,kış,weekday,9,1,0.3232,1.15
2023-01-09 10:00:00,0.2819,ev,kış,weekday,10,1,0.2722,1.15
2023-01-09 11:00:00,0.223,ev,kış,weekday,11,1,0.2552,1.15
2023-01-09 12:00:00,0.2838,ev,kış,weekday,12,1,0.2977,1.15
2023-01-09 13:00:00,0.3171,ev,kış,weekday,13,1,0.2722,1.15
2023-01-09 14:00:00,0.2209,ev,kış,weekday,14,1,0.2552,1.15
2023-01-09 15:00:00,0.2845,ev,kış,weekday,15,1,0.2807,1.15
2023-01-09 16:00:00,0.3262,ev,kış,weekday,16,1,0.3402,1.15
2023-01-09 17:00:00,0.6574,ev,kış,weekday,17,1,0.5529,1.15
2023-01-09 18:00:00,0.8529,ev,kış,weekday,18,1,0.7655,1.15
2023-01-09 19:00:00,0.8075,ev,kış,weekday,19,1,0.8336,1.15
2023-01-09 20:00:00,0.7307,ev,kış,weekday,20,1,0.6975,1.15
2023-01-09 21:00:00,0.5069,ev,kış,weekday,21,1,0.4933,1.15
2023-01-09 22:00:00,0.371,ev,kış,weekday,22,1,0.3572,1.15
2023-01-09 23:00:00,0.2336,ev,kış,weekday,23,1,0.2552,1.15
2023-01-10 00:00:00,0.1814,ev,kış,weekday,0,1,0.1871,1.15
2023-01-10 01:00:00,0.1596,ev,kış,weekday,1,1,0.1531,1.15
2023-01-10 02:00:00,0.1615,ev,kış,weekday,2,1,0.1361,1.15
2023-01-10 03:00:00,0.1249,ev,kış,weekday,3,1,0.1361,1.15
2023-01-10 04:00:00,0.1532,ev,kış,weekday,4,1,0.1446,1.15
2023-01-10 05:00:00,0.1895,ev,kış,weekday,5,1,0.1871,1.15
2023-01-10 06:00:00,0.4478,ev,kış,weekday,6,1,0.3828,1.15
2023-01-10 07:00:00,0.6321,ev,kış,weekday,7,1,0.5784,1.15
2023-01-10 08:00:00,0.5035,ev,kış,weekday,8,1,0.4678,1.15
2023-01-10 09:00:00,0.3281,ev,kış,weekday,9,1,0.3232,1.15
2023-01-10 10:00:00,0.2843,ev,kış,weekday,10,1,0.2722,1.15
2023-01-10 11:00:00,0.287,ev,kış,weekday,11,1,0.2552,1.15
2023-01-10 12:00:00,0.3048,ev,kış,weekday,12,1,0.2977,1.15
2023-01-10 13:00:00,0.278,ev,kış,weekday,13,1,0.2722,1.15
2023-01-10 14:00:00,0.2634,ev,kış,weekday,14,1,0.2552,1.15
2023-01-10 15:00:00,0.2409,ev,kış,weekday,15,1,0.2807,1.15
2023-01-10 16:00:00,0.3344,ev,kış,weekday,16,1,0.3402,1.15
2023-01-10 17:00:00,0.5793,ev,kış,weekday,17,1,0.5529,1.15
2023-01-10 18:00:00,0.7721,ev,kış,weekday,18,1,0.7655,1.15
2023-01-10 19:00:00,0.689,ev,kış,weekday,19,1,0.8336,1.15
2023-01-10 20:00:00,0.7331,ev,kış,weekday,20,1,0.6975,1.15
2023-01-10 21:00:00,0.5591,ev,kış,weekday,21,1,0.4933,1.15
2023-01-10 22:00:00,0.4023,ev,kış,weekday,22,1,0.3572,1.15
2023-01-10 23:00:00,0.2821,ev,kış,weekday,23,1,0.2552,1.15
2023-01-11 00:00:00,0.1791,ev,kış,weekday,0,1,0.1871,1.15
2023-01-11 01:00:00,0.1545,ev,kış,weekday,1,1,0.1531,1.15
2023-01-11 02:00:00,0.1471,ev,kış,weekday,2,1,0.1361,1.15
2023-01-11 03:00:00,0.139,ev,kış,weekday,3,1,0.1361,1.15
2023-01-11 04:00:00,0.1456,ev,kış,weekday,4,1,0.1446,1.15
2023-01-11 05:00:00,0.1927,ev,kış,weekday,5,1,0.1871,1.15
2023-01-11 06:00:00,0.3522,ev,kış,weekday,6,1,0.3828,1.15
2023-01-11 07:00:00,0.6753,ev,kış,weekday,7,1,0.5784,1.15
2023-01-11 08:00:00,0.4292,ev,kış,weekday,8,1,0.4678,1.15
2023-01-11 09:00:00,0.3517,ev,kış,weekday,9,1,0.3232,1.15
2023-01-11 10:00:00,0.2508,ev,kış,weekday,10,1,0.2722,1.15
2023-01-11 11:00:00,0.2346,ev,kış,weekday,11,1,0.2552,1.15
2023-01-11 12:00:00,0.2916,ev,kış,weekday,12,1,0.2977,1.15
2023-01-11 13:00:00,0.2339,ev,kış,weekday,13,1,0.2722,1.15
2023-01-11 14:00:00,0.2747,ev,kış,weekday,14,1,0.2552,1.15
2023-01-11 15:00:00,0.2898,ev,kış,weekday,15,1,0.2807,1.15
2023-01-11 16:00:00,0.3232,ev,kış,weekday,16,1,0.3402,1.15
2023-01-11 17:00:00,0.6007,ev,kış,weekday,17,1,0.5529,1.15
2023-01-11 18:00:00,0.8117,ev,kış,weekday,18,1,0.7655,1.15
2023-01-11 19:00:00,0.8762,ev,kış,weekday,19,1,0.8336,1.15
2023-01-11 20:00:00,0.7611,ev,kış,weekday,20,1,0.6975,1.15
2023-01-11 21:00:00,0.5723,ev,kış,weekday,21,1,0.4933,1.15
2023-01-11 22:00:00,0.3922,ev,kış,weekday,22,1,0.3572,1.15
2023-01-11 23:00:00,0.2487,ev,kış,weekday,23,1,0.2552,1.15
2023-01-12 00:00:00,0.207,ev,kış,weekday,0,1,0.1871,1.15
2023-01-12 01:00:00,0.1464,ev,kış,weekday,1,1,0.1531,1.15
2023-01-12 02:00:00,0.1521,ev,kış,weekday,2,1,0.1361,1.15
2023-01-12 03:00:00,0.1371,ev,kış,weekday,3,1,0.1361,1.15
2023-01-12 04:00:00,0.1353,ev,kış,weekday,4,1,0.1446,1.15
2023-01-12 05:00:00,0.1956,ev,kış,weekday,5,1,0.1871,1.15
2023-01-12 06:00:00,0.3485,ev,kış,weekday,6,1,0.3828,1.15
2023-01-12 07:00:00,0.5776,ev,kış,weekday,7,1,0.5784,1.15
2023-01-12 08:00:00,0.4982,ev,kış,weekday,8,1,0.4678,1.15
2023-01-12 09:00:00,0.3038,ev,kış,weekday,9,1,0.3232,1.15
2023-01-12 10:00:00,0.272,ev,kış,weekday,10,1,0.2722,1.15
2023-01-12 11:00:00,0.2912,ev,kış,weekday,11,1,0.2552,1.15
2023-01-12 12:00:00,0.3031,ev,kış,weekday,12,1,0.2977,1.15
2023-01-12 13:00:00,0.2728,ev,kış,weekday,13,1,0.2722,1.15
2023-01-12 14:00:00,0.2291,ev,kış,weekday,14,1,0.2552,1.15
2023-01-12 15:00:00,0.2894,ev,kış,weekday,15,1,0.2807,1.15
2023-01-12 16:00:00,0.346,ev,kış,weekday,16,1,0.3402,1.15
2023-01-12 17:00:00,0.4771,ev,kış,weekday,17,1,0.5529,1.15
2023-01-12 18:00:00,0.8006,ev,kış,weekday,18,1,0.7655,1.15
2023-01-12 19:00:00,0.8283,ev,kış,weekday,19,1,0.8336,1.15
2023-01-12 20:00:00,0.7388,ev,kış,weekday,20,1,0.6975,1.15
2023-01-12 21:00:00,0.4965,ev,kış,weekday,21,1,0.4933,1.15
2023-01-12 22:00:00,0.3916,ev,kış,weekday,22,1,0.3572,1.15
2023-01-12 23:00:00,0.2553,ev,kış,weekday,23,1,0.2552,1.15
2023-01-13 00:00:00,0.1746,ev,kış,weekday,0,1,0.1871,1.15
2023-01-13 01:00:00,0.1733,ev,kış,weekday,1,1,0.1531,1.15
2023-01-13 02:00:00,0.1275,ev,kış,weekday,2,1,0.1361,1.15
2023-01-13 03:00:00,0.1431,ev,kış,weekday,3,1,0.1361,1.15
2023-01-13 04:00:00,0.1399,ev,kış,weekday,4,1,0.1446,1.15
2023-01-13 05:00:00,0.1972,ev,kış,weekday,5,1,0.1871,1.15
2023-01-13 06:00:00,0.3899,ev,kış,weekday,6,1,0.3828,1.15
2023-01-13 07:00:00,0.5719,ev,kış,weekday,7,1,0.5784,1.15
2023-01-13 08:00:00,0.4732,ev,kış,weekday,8,1,0.4678,1.15
2023-01-13 09:00:00,0.3455,ev,kış,weekday,9,1,0.3232,1.15
2023-01-13 10:00:00,0.303,ev,kış,weekday,10,1,0.2722,1.15
2023-01-13 11:00:00,0.2364,ev,kış,weekday,11,1,0.2552,1.15
2023-01-13 12:00:00,0.3093,ev,kış,weekday,12,1,0.2977,1.15
2023-01-13 13:00:00,0.284,ev,kış,weekday,13,1,0.2722,1.15
2023-01-13 14:00:00,0.2125,ev,kış,weekday,14,1,0.2552,1.15
2023-01-13 15:00:00,0.2812,ev,kış,weekday,15,1,0.2807,1.15
2023-01-13 16:00:00,0.3102,ev,kış,weekday,16,1,0.3402,1.15
2023-01-13 17:00:00,0.5294,ev,kış,weekday,17,1,0.5529,1.15
2023-01-13 18:00:00,0.7642,ev,kış,weekday,18,1,0.7655,1.15
2023-01-13 19:00:00,0.8818,ev,kış,weekday,19,1,0.8336,1.15
2023-01-13 20:00:00,0.7296,ev,kış,weekday,20,1,0.6975,1.15
2023-01-13 21:00:00,0.4888,ev,kış,weekday,21,1,0.4933,1.15
2023-01-13 22:00:00,0.3603,ev,kış,weekday,22,1,0.3572,1.15
2023-01-13 23:00:00,0.2792,ev,kış,weekday,23,1,0.2552,1.15
2023-01-14 00:00:00,0.2019,ev,kış,weekend,0,1,0.2152,1.15
2023-01-14 01:00:00,0.1838,ev,kış,weekend,1,1,0.1761,1.15
2023-01-14 02:00:00,0.1414,ev,kış,weekend,2,1,0.1565,1.15
2023-01-14 03:00:00,0.1763,ev,kış,weekend,3,1,0.1565,1.15
2023-01-14 04:00:00,0.1394,ev,kış,weekend,4,1,0.1663,1.15
2023-01-14 05:00:00,0.2464,ev,kış,weekend,5,1,0.2152,1.15
2023-01-14 06:00:00,0.452,ev,kış,weekend,6,1,0.4402,1.15
2023-01-14 07:00:00,0.7104,ev,kış,weekend,7,1,0.6652,1.15
2023-01-14 08:00:00,0.5075,ev,kış,weekend,8,1,0.538,1.15
2023-01-14 09:00:00,0.4298,ev,kış,weekend,9,1,0.3717,1.15
2023-01-14 10:00:00,0.2972,ev,kış,weekend,10,1,0.313,1.15
2023-01-14 11:00:00,0.2875,ev,kış,weekend,11,1,0.2935,1.15
2023-01-14 12:00:00,0.3254,ev,kış,weekend,12,1,0.3424,1.15
2023-01-14 13:00:00,0.2917,ev,kış,weekend,13,1,0.313,1.15
2023-01-14 14:00:00,0.3416,ev,kış,weekend,14,1,0.2935,1.15
2023-01-14 15:00:00,0.3066,ev,kış,weekend,15,1,0.3228,1.15
2023-01-14 16:00:00,0.4484,ev,kış,weekend,16,1,0.3913,1.15
2023-01-14 17:00:00,0.6618,ev,kış,weekend,17,1,0.6358,1.15
2023-01-14 18:00:00,0.8364,ev,kış,weekend,18,1,0.8804,1.15
2023-01-14 19:00:00,0.9882,ev,kış,weekend,19,1,0.9586,1.15
2023-01-14 20:00:00,0.8318,ev,kış,weekend,20,1,0.8021,1.15
2023-01-14 21:00:00,0.5714,ev,kış,weekend,21,1,0.5673,1.15
2023-01-14 22:00:00,0.4034,ev,kış,weekend,22,1,0.4108,1.15
2023-01-14 23:00:00,0.3013,ev,kış,weekend,23,1,0.2935,1.15
2023-01-15 00:00:00,0.2059,ev,kış,weekend,0,1,0.2152,1.15
2023-01-15 01:00:00,0.1732,ev,kış,weekend,1,1,0.1761,1.15
2023-01-15 02:00:00,0.1636,ev,kış,weekend,2,1,0.1565,1.15
2023-01-15 03:00:00,0.1512,ev,kış,weekend,3,1,0.1565,1.15
